Entity,Code,Year,Yearly burned area across other land categories,Yearly burned area across croplands,Yearly burned area across forests,Yearly burned area across savannas,Yearly burned area across shrublands and grasslands
Belgium,BEL,2011,0,0,42.932,321.988,558.11304
Belgium,BEL,2012,0,42.932,0,64.398,0
Belgium,BEL,2013,0,0,0,0,0
Belgium,BEL,2014,0,0,64.398,0,0
Belgium,BEL,2015,0,0,0,0,0
Belgium,BEL,2016,0,0,0,107.329,0
Belgium,BEL,2017,0,0,0,0,0
Belgium,BEL,2018,0,0,0,0,0
Belgium,BEL,2019,0,0,0,0,0
Belgium,BEL,2020,0,1094.759,0,128.795,0
Belgium,BEL,2021,42.932,0,0,0,0
Belgium,BEL,2022,0,0,0,0,0
Belize,BLZ,2002,171.72699,279.057,13308.838,5280.605,8028.2344
Belize,BLZ,2003,601.04297,1180.622,44906.594,9423.517,29279.443
Belize,BLZ,2004,236.125,150.261,858.635,1008.896,4765.4243
Belize,BLZ,2005,364.92,407.851,15884.74,6117.773,20156.445
Belize,BLZ,2006,107.329,21.466,4078.5151,2747.6318,7598.916
Belize,BLZ,2007,794.23895,236.125,20972.152,6053.3765,29279.441
Belize,BLZ,2008,128.795,257.591,9487.914,6847.613,18610.908
Belize,BLZ,2009,42.932,665.442,3885.3232,1846.0662,8328.756
Belize,BLZ,2010,429.31802,150.261,9444.982,5559.6597,16292.595
Belize,BLZ,2011,579.579,1137.6909,62744.727,10818.796,37350.61
Belize,BLZ,2012,42.932,407.851,2125.123,536.647,2854.962
Belize,BLZ,2013,1502.61,1159.158,20778.959,11119.32,36663.703
Belize,BLZ,2014,64.397995,450.784,2962.288,1395.283,9337.653
Belize,BLZ,2015,665.443,450.78403,8736.608,5280.6064,17430.285
Belize,BLZ,2016,429.31802,171.727,7470.1235,6375.3647,16206.731
Belize,BLZ,2017,858.63605,107.33,15777.413,4851.29,14253.335
Belize,BLZ,2018,214.66,42.932,4014.1182,3391.608,12836.59
Belize,BLZ,2019,665.443,901.56805,14553.857,6439.762,27004.062
Belize,BLZ,2020,493.716,364.919,27562.174,5752.852,22088.377
Belize,BLZ,2021,407.852,64.397995,5988.977,2575.905,12364.341
Belize,BLZ,2022,257.591,171.727,3456.0042,1094.759,6847.611
Benin,BEN,2002,1137.6909,968454.06,20843.355,909444.4,954758.9
Benin,BEN,2003,1223.556,1004967.5,10775.866,623132.6,950916.5
Benin,BEN,2004,3520.403,786187.4,7856.51,451148.12,837168.9
Benin,BEN,2005,2532.975,1154176.8,43275.188,1149926.5,1208378.1
Benin,BEN,2006,2575.9011,815552.75,20220.848,648097.44,923354.25
Benin,BEN,2007,1309.419,893194.75,14596.791,569103.06,1107917.8
Benin,BEN,2008,772.773,722369.4,6547.091,308056.66,818922.9
Benin,BEN,2009,858.636,731084.5,9960.164,457866.94,707364.75
Benin,BEN,2010,429.318,715199.75,1524.0781,274226.44,796705.7
Benin,BEN,2011,772.771,788226.6,7040.804,411114.3,817248.5
Benin,BEN,2012,601.044,608192.4,1888.996,341199.94,793550.2
Benin,BEN,2013,686.909,631933.7,2854.961,457394.7,849747.9
Benin,BEN,2014,214.66,569296.25,429.318,194480.77,874218.9
Benin,BEN,2015,708.373,595141.1,2490.041,290175.6,709683
Benin,BEN,2016,1223.5541,619826.94,2769.097,298976.62,887334.56
Benin,BEN,2017,1416.7471,490173.06,6590.021,207918.38,799088.4
Benin,BEN,2018,515.181,397247.34,5516.729,123493.13,763326.25
Benin,BEN,2019,236.125,432601.62,17172.693,190037.33,854019.5
Benin,BEN,2020,1931.928,454926.12,9316.1875,227130.33,746282.4
Benin,BEN,2021,279.057,445695.8,6826.144,135707.22,848116.44
Benin,BEN,2022,686.907,448293.16,4443.434,89405.336,697812.4
Bermuda,BMU,2002,0,0,0,0,0
Bermuda,BMU,2003,0,0,0,0,0
Bermuda,BMU,2004,0,0,0,0,0
Bermuda,BMU,2005,0,0,0,0,0
Bermuda,BMU,2006,0,0,0,0,0
Bermuda,BMU,2007,0,0,0,0,0
Bermuda,BMU,2008,0,0,0,0,0
Bermuda,BMU,2009,0,0,0,0,0
Bermuda,BMU,2010,0,0,0,0,0
Bermuda,BMU,2011,0,0,0,0,0
Bermuda,BMU,2012,0,0,0,0,0
Bermuda,BMU,2013,0,0,0,0,0
Bermuda,BMU,2014,0,0,0,0,0
Bermuda,BMU,2015,0,0,0,0,0
Bermuda,BMU,2016,0,0,0,0,0
Bermuda,BMU,2017,0,0,0,0,0
Bermuda,BMU,2018,0,0,0,0,0
Bermuda,BMU,2019,0,0,0,0,0
Bermuda,BMU,2020,0,0,0,0,0
Bermuda,BMU,2021,0,0,0,0,0
Bermuda,BMU,2022,0,0,0,0,0
Bhutan,BTN,2002,0,0,880.10004,150.26201,1588.474
Bhutan,BTN,2003,0,0,107.329,0,708.373
Bhutan,BTN,2004,0,0,2318.312,21.466,686.908
Bhutan,BTN,2005,0,0,1481.144,279.056,2983.756
Bhutan,BTN,2006,0,0,2404.178,171.727,2425.6438
Bhutan,BTN,2007,0,0,12836.589,193.19301,3434.539
Bhutan,BTN,2008,0,0,1567.008,42.932,1846.065
Bhutan,BTN,2009,21.466,0,1567.011,64.397995,450.78302
Bhutan,BTN,2010,0,214.659,7899.437,407.85202,5001.548
Bhutan,BTN,2011,150.261,0,3756.529,214.658,3627.731
Bhutan,BTN,2012,0,64.397995,13137.112,665.442,7148.1343
Bhutan,BTN,2013,0,0,1738.737,64.397995,1609.9401
Bhutan,BTN,2014,0,42.932,5988.9785,450.782,6031.909
Bhutan,BTN,2015,0,64.398,6697.351,343.45502,4679.56
Bhutan,BTN,2016,64.398,0,2833.495,128.79501,1867.531
Bhutan,BTN,2017,0,42.932,1974.8589,300.522,3649.198
Bhutan,BTN,2018,0,0,1030.363,343.45398,1567.009
Bhutan,BTN,2019,0,0,450.78397,279.057,2404.177
Bhutan,BTN,2020,0,0,987.429,42.932,343.454
Bhutan,BTN,2021,0,85.863,1416.7471,42.932,1695.803
Bhutan,BTN,2022,0,0,2103.655,236.125,1266.486
Bolivia,BOL,2002,23054.342,151591.95,1006813.6,2305670.2,1149089.4
Bolivia,BOL,2003,5688.459,133560.62,379709.72,1451200,879027.25
Bolivia,BOL,2004,12278.479,195232.06,2296096.5,2579338.8,1415802.8
Bolivia,BOL,2005,20263.781,91788.05,1039055.3,3034500.8,1592917.5
Bolivia,BOL,2006,9037.131,78071.36,1253306.1,2028846.5,1332987.5
Bolivia,BOL,2007,9122.995,68604.91,1970480.9,1568854.4,1239975.8
Bolivia,BOL,2008,8479.02,65063.043,757337.25,1480651.1,888107.4
Bolivia,BOL,2009,4872.753,96381.74,309537.8,1086387.6,622596
Bolivia,BOL,2010,19877.395,91036.74,3557430.8,3733300.8,1944099.2
Bolivia,BOL,2011,8822.471,65041.58,755727.3,1767692.8,684825.56
Bolivia,BOL,2012,6954.9414,64612.258,564487.94,1443407.9,631397
Bolivia,BOL,2013,4228.778,80260.875,231230.31,954608.6,477143.3
Bolivia,BOL,2014,2683.234,98506.87,143112.94,536110,324928.84
Bolivia,BOL,2015,3863.857,76890.74,459240.75,1188951.5,604156.9
Bolivia,BOL,2016,6697.351,95630.44,622660.44,1823504,955080.75
Bolivia,BOL,2017,10754.398,63903.887,323855.56,1442828.4,714770.44
Bolivia,BOL,2018,4400.505,65170.38,381899.25,808383.1,591084.1
Bolivia,BOL,2019,15219.302,68776.64,2120806.2,1891722.5,1371432.8
Bolivia,BOL,2020,54909.69,67424.29,1374781.5,1890112.6,1146856.9
Bolivia,BOL,2021,55038.48,72232.64,1486532.9,1682215.6,1304545.1
Bolivia,BOL,2022,24921.877,53514.41,1119702.5,2081802.8,1062818
Bonaire Sint Eustatius and Saba,BES,2002,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2003,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2004,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2005,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2006,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2007,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2008,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2009,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2010,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2011,0,0,0,0,21.466
Bonaire Sint Eustatius and Saba,BES,2012,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2013,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2014,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2015,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2016,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2017,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2018,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2019,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2020,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2021,0,0,0,0,0
Bonaire Sint Eustatius and Saba,BES,2022,0,0,0,0,0
Bosnia and Herzegovina,BIH,2002,0,0,472.249,364.92,1309.418
Bosnia and Herzegovina,BIH,2003,21.466,28249.08,4786.8887,8586.346,33594.082
Bosnia and Herzegovina,BIH,2004,0,2039.2559,1545.542,2060.7239,4636.628
Bosnia and Herzegovina,BIH,2005,0,0,300.522,429.317,1116.225
Bosnia and Herzegovina,BIH,2006,42.932,3048.1543,1760.2009,579.578,5624.058
Bosnia and Herzegovina,BIH,2007,85.864,4636.628,171.72699,7555.9873,34366.855
Bosnia and Herzegovina,BIH,2008,0,5387.932,1781.667,3949.7197,9015.665
Bosnia and Herzegovina,BIH,2009,0,1373.816,171.727,364.92,1202.089
Bosnia and Herzegovina,BIH,2010,0,1330.884,493.715,772.771,1567.008
Bosnia and Herzegovina,BIH,2011,0,7427.1914,4142.914,6225.101,15369.561
Bosnia and Herzegovina,BIH,2012,21.466,16335.523,3219.8801,10325.084,37973.117
Bosnia and Herzegovina,BIH,2013,0,493.715,193.193,450.783,1609.9401
Bosnia and Herzegovina,BIH,2014,0,665.441,450.78302,558.11304,1309.418
Bosnia and Herzegovina,BIH,2015,0,2962.29,171.726,1008.897,5259.1377
Bosnia and Herzegovina,BIH,2016,0,8822.472,21.466,1609.939,5860.1816
Bosnia and Herzegovina,BIH,2017,0,6139.2373,901.567,10067.493,36942.758
Bosnia and Herzegovina,BIH,2018,0,472.25003,21.466,150.262,708.37396
Bosnia and Herzegovina,BIH,2019,0,3928.2537,472.25,2253.915,5302.0693
Bosnia and Herzegovina,BIH,2020,0,6482.692,2812.028,7384.258,17795.207
Bosnia and Herzegovina,BIH,2021,42.932,5087.4116,579.578,7233.9966,20542.836
Bosnia and Herzegovina,BIH,2022,0,1094.76,2017.792,2812.029,5988.977
Botswana,BWA,2002,11548.639,85.863,64.397995,11698.9,8121739.5
Botswana,BWA,2003,34602.977,64.398,214.659,7105.201,1350868.5
Botswana,BWA,2004,450.78302,64.397995,0,1030.361,1685714.5
Botswana,BWA,2005,10539.74,0,128.795,3069.621,2769376
Botswana,BWA,2006,1073.294,171.728,0,729.83997,5164022
Botswana,BWA,2007,16249.66,21.466,0,3048.154,2823470
Botswana,BWA,2008,2983.756,321.988,21.466,1545.543,10935850
Botswana,BWA,2009,3563.334,708.374,64.398,1588.4751,2162450
Botswana,BWA,2010,4743.957,515.181,0,429.31802,13364843
Botswana,BWA,2011,2812.028,236.125,0,386.385,16315669
Botswana,BWA,2012,5130.3433,0,21.466,1609.941,4853990.5
Botswana,BWA,2013,15369.561,0,0,12600.464,3907174.2
Botswana,BWA,2014,1330.885,0,0,1781.666,2832850.5
Botswana,BWA,2015,53450.008,42.932,85.863,29708.758,1780958.6
Botswana,BWA,2016,12042.352,42.932,171.727,11548.636,1416081.8
Botswana,BWA,2017,39239.605,321.98898,107.329,11655.966,4732172
Botswana,BWA,2018,26166.895,257.59003,85.864,10239.217,2709829.5
Botswana,BWA,2019,64633.73,0,64.397995,22023.979,1090230
Botswana,BWA,2020,1330.884,42.932,0,171.72699,3190235.8
Botswana,BWA,2021,19040.227,21.466,107.328995,17644.941,10538754
Botswana,BWA,2022,10067.493,300.523,21.466,6396.829,7509104
Brazil,BRA,2002,91573.38,1255409.8,2206863,12131263,7469757
Brazil,BRA,2003,31683.621,1337924.5,1996647.6,7447175,5588488.5
Brazil,BRA,2004,48405.54,1464036.5,2259196.8,9531811,7212252.5
Brazil,BRA,2005,59159.94,1312122.6,2813144.8,11215057,7031402
Brazil,BRA,2006,31383.104,1474533.4,1289862.5,5045509,4672303.5
Brazil,BRA,2007,55940.055,1936199.8,3318215.2,18641496,12426011
Brazil,BRA,2008,54931.164,1415394.9,1045731.2,7351093.5,5374473.5
Brazil,BRA,2009,56068.85,1328823.1,447112.56,3852243,3384072.5
Brazil,BRA,2010,104452.91,1992934,3362349,18766514,12093913
Brazil,BRA,2011,92260.305,1441218.4,731578.25,6547347,5306985
Brazil,BRA,2012,70000.195,1128074.2,1489151.6,13280761,8096710.5
Brazil,BRA,2013,38702.965,942416,432258.16,4487804.5,3896956.5
Brazil,BRA,2014,24986.271,1061980.9,957442.06,7870610.5,5877612
Brazil,BRA,2015,47718.625,1110794.2,1918726.5,9598656,7419891.5
Brazil,BRA,2016,35504.55,1094072.2,1589933.9,7203151,5937738
Brazil,BRA,2017,47675.7,1179635.2,2413622.2,10042012,6844842.5
Brazil,BRA,2018,22861.158,977383.9,710412.9,3586860.5,3382054.8
Brazil,BRA,2019,90865.016,1372463.1,2027365.2,9583823,6394210
Brazil,BRA,2020,372561.6,1399231.1,3161750.5,9527239,7089167
Brazil,BRA,2021,234493.14,1317081.2,1617517.5,7580306,5010198
Brazil,BRA,2022,49135.375,764141.94,2338642,5618798,4755462.5
British Virgin Islands,VGB,2002,0,0,0,0,0
British Virgin Islands,VGB,2003,0,0,0,0,0
British Virgin Islands,VGB,2004,0,0,0,0,0
British Virgin Islands,VGB,2005,64.398,0,64.398,0,0
British Virgin Islands,VGB,2006,0,0,0,0,0
British Virgin Islands,VGB,2007,0,0,0,0,0
British Virgin Islands,VGB,2008,0,0,0,0,0
British Virgin Islands,VGB,2009,0,0,0,0,0
British Virgin Islands,VGB,2010,0,0,0,0,0
British Virgin Islands,VGB,2011,0,0,0,0,0
British Virgin Islands,VGB,2012,0,0,0,0,0
British Virgin Islands,VGB,2013,0,0,0,0,0
British Virgin Islands,VGB,2014,21.466,0,21.466,0,0
British Virgin Islands,VGB,2015,0,0,0,0,0
British Virgin Islands,VGB,2016,0,0,0,0,0
British Virgin Islands,VGB,2017,0,0,0,0,0
British Virgin Islands,VGB,2018,0,0,0,0,0
British Virgin Islands,VGB,2019,0,0,0,0,0
British Virgin Islands,VGB,2020,0,0,0,0,0
British Virgin Islands,VGB,2021,0,0,0,0,0
British Virgin Islands,VGB,2022,0,0,0,0,0
Brunei,BRN,2002,42.932,0,0,0,21.466
Brunei,BRN,2003,0,0,279.056,0,214.66
Brunei,BRN,2004,0,0,85.864006,42.932,193.193
Brunei,BRN,2005,0,0,21.466,0,0
Brunei,BRN,2006,0,0,0,0,0
Brunei,BRN,2007,64.398,0,21.466,0,0
Brunei,BRN,2008,0,0,0,0,0
Brunei,BRN,2009,0,0,171.726,0,42.932
Brunei,BRN,2010,64.398,0,0,21.466,0
Brunei,BRN,2011,0,0,42.932,0,0
Brunei,BRN,2012,0,0,0,0,0
Brunei,BRN,2013,0,0,0,0,0
Brunei,BRN,2014,42.932,0,257.591,0,64.397995
Brunei,BRN,2015,21.466,0,85.863,128.795,214.65799
Brunei,BRN,2016,42.932,0,107.329,0,64.398
Brunei,BRN,2017,0,0,0,0,0
Brunei,BRN,2018,0,0,0,0,0
Brunei,BRN,2019,42.932,0,21.466,0,21.466
Brunei,BRN,2020,0,0,193.192,0,107.329
Brunei,BRN,2021,0,0,0,0,0
Brunei,BRN,2022,0,0,0,0,0
Bulgaria,BGR,2002,150.262,25415.588,150.261,1974.8599,3069.619
Bulgaria,BGR,2003,407.852,44112.36,64.397995,1352.3501,7169.598
Bulgaria,BGR,2004,364.922,120659.64,0,579.58,8457.554
Bulgaria,BGR,2005,450.783,100288.53,1051.827,858.635,3949.72
Bulgaria,BGR,2006,1502.614,173186.61,279.058,4722.4907,19555.404
Bulgaria,BGR,2007,364.92,42330.69,3863.857,10196.289,54523.305
Bulgaria,BGR,2008,386.38702,74250.44,643.97705,2275.384,13416.169
Bulgaria,BGR,2009,85.864,28184.686,64.397995,643.977,3305.7441
Bulgaria,BGR,2010,171.728,43511.312,2103.656,1287.953,7448.6553
Bulgaria,BGR,2011,772.77203,79595.44,1202.0891,1846.0669,14103.076
Bulgaria,BGR,2012,386.387,151913.94,214.65999,4615.163,15348.095
Bulgaria,BGR,2013,171.728,58558.887,64.398,429.319,3606.2668
Bulgaria,BGR,2014,279.056,37651.133,1202.089,193.19301,1481.144
Bulgaria,BGR,2015,171.72801,46194.55,665.443,536.648,3735.06
Bulgaria,BGR,2016,171.727,54673.57,493.715,1760.202,7148.1357
Bulgaria,BGR,2017,279.057,70408.05,407.852,837.168,6654.4224
Bulgaria,BGR,2018,279.05798,42416.555,85.864,257.59198,2382.712
Bulgaria,BGR,2019,343.45502,155176.77,579.58,1996.327,7040.8057
Bulgaria,BGR,2020,21.466,9616.709,236.125,1330.884,5001.5483
Bulgaria,BGR,2021,64.397995,25072.13,128.795,214.65999,1137.693
Bulgaria,BGR,2022,171.727,10518.277,364.91998,515.182,4421.9717
Burkina Faso,BFA,2002,128.796,457072.72,21.466,0,3403026.8
Burkina Faso,BFA,2003,257.591,328105.78,0,21.466,3151683
Burkina Faso,BFA,2004,386.386,290540.5,0,21.466,3470730.5
Burkina Faso,BFA,2005,472.25,336219.88,0,21.466,3682126
Burkina Faso,BFA,2006,300.523,247651.72,0,21.466,2637017.5
Burkina Faso,BFA,2007,300.523,285216.97,21.466,21.466,2812157.5
Burkina Faso,BFA,2008,622.51,224210.98,21.466,0,2348365.8
Burkina Faso,BFA,2009,643.978,255315.03,42.932,0,2664064.5
Burkina Faso,BFA,2010,300.524,270147.94,0,0,2774420.5
Burkina Faso,BFA,2011,171.728,236940.25,0,42.932,2652236.5
Burkina Faso,BFA,2012,214.659,173701.8,0,21.466,1819060.5
Burkina Faso,BFA,2013,64.397995,174302.84,0,64.397995,2128662.8
Burkina Faso,BFA,2014,279.05798,163827.5,0,0,1961057.2
Burkina Faso,BFA,2015,214.659,135471.1,0,0,1513386.6
Burkina Faso,BFA,2016,622.51,192162.44,0,21.466,2130830.8
Burkina Faso,BFA,2017,536.64703,164213.89,0,0,1854629.5
Burkina Faso,BFA,2018,236.12599,121346.56,0,0,1341681.1
Burkina Faso,BFA,2019,321.98898,143198.8,64.397995,0,1394980.9
Burkina Faso,BFA,2020,536.647,124072.72,21.466,0,1477645.9
Burkina Faso,BFA,2021,214.66,140386.77,0,0,1732531.6
Burkina Faso,BFA,2022,579.57904,132551.73,21.466,0,1385836.4
Burundi,BDI,2002,21.466,18782.635,429.31897,53149.49,9230.323
Burundi,BDI,2003,643.976,23676.852,128.79599,52162.06,7491.5903
Burundi,BDI,2004,21.466,15004.638,236.12498,43275.19,9616.711
Burundi,BDI,2005,150.261,8414.623,193.19301,26982.592,6332.432
Burundi,BDI,2006,21.466,1545.544,343.45398,24342.295,343.45398
Burundi,BDI,2007,0,2704.7002,279.057,19834.46,1373.817
Burundi,BDI,2008,0,9895.765,128.795,27476.312,5538.1943
Burundi,BDI,2009,85.864006,5538.193,107.328995,23698.32,2468.574
Burundi,BDI,2010,42.932,3520.405,2747.6309,24363.762,7727.715
Burundi,BDI,2011,0,2983.756,42.932,21272.674,1502.6111
Burundi,BDI,2012,0,3992.6519,107.33,21208.277,2275.382
Burundi,BDI,2013,0,3005.2239,1266.4861,27733.902,3627.7332
Burundi,BDI,2014,0,1051.828,0,17838.135,1309.4191
Burundi,BDI,2015,64.397995,7319.8613,171.728,19770.064,9681.108
Burundi,BDI,2016,85.864,5194.7407,64.397995,25587.316,3885.324
Burundi,BDI,2017,128.79599,3348.676,42.932,858.634,171.72699
Burundi,BDI,2018,0,2447.108,21.466,25694.643,686.909
Burundi,BDI,2019,42.932,2747.632,128.796,25759.041,1245.0221
Burundi,BDI,2020,0,5302.07,493.716,23011.41,1717.27
Burundi,BDI,2021,0,2812.03,214.66,20585.766,1008.897
Burundi,BDI,2022,0,4336.106,236.126,22989.947,1781.6691
Cambodia,KHM,2002,1416.748,207338.81,1101306.4,1117341.4,225520.4
Cambodia,KHM,2003,2575.907,308335.72,1265198.2,1092977.6,297001.75
Cambodia,KHM,2004,4958.616,491740.1,1633294.9,1635677.5,421568.16
Cambodia,KHM,2005,7491.588,440093.22,835322.75,564831.4,366250.62
Cambodia,KHM,2006,2210.9849,306918.97,1249163.2,1197602.2,302153.53
Cambodia,KHM,2007,2597.372,499381.94,1177832.1,1220527.8,387158.38
Cambodia,KHM,2008,2425.646,342487.94,1039291.44,1174161.5,303291.25
Cambodia,KHM,2009,2082.19,284873.53,1085679.1,1253327.6,345664.84
Cambodia,KHM,2010,5345.003,309451.94,794494.7,1111438.2,368762.12
Cambodia,KHM,2011,1910.462,361334.97,1066617.5,1340865.4,449023
Cambodia,KHM,2012,1116.2261,307884.94,896886.9,1303815.2,335640.28
Cambodia,KHM,2013,2940.8262,186774.52,818772.56,1109162.9,467719.78
Cambodia,KHM,2014,2210.9858,229341.33,789579,1082910.1,318102.7
Cambodia,KHM,2015,12729.26,368848,1005096.3,1549535,478688.84
Cambodia,KHM,2016,15348.096,218823.06,775712.06,872866.56,515030.56
Cambodia,KHM,2017,2189.521,176857.28,741044.7,1489967.2,300028.44
Cambodia,KHM,2018,3091.088,179969.84,715307.1,1694708.8,359596.22
Cambodia,KHM,2019,11119.321,232325.08,515137.9,1104139.9,508934.25
Cambodia,KHM,2020,10668.54,192505.9,545168.6,965964,426612.66
Cambodia,KHM,2021,4443.435,97175.984,628692.3,1167829.1,354938.12
Cambodia,KHM,2022,3627.7341,38123.383,512841.06,833369.4,143048.55
Cameroon,CMR,2002,2726.166,1150913.9,157688.27,3453428.8,321644.56
Cameroon,CMR,2003,3606.269,1390301.2,434705.25,4734554.5,512089.72
Cameroon,CMR,2004,4228.7773,1317038.2,194437.81,2720734.2,499188.75
Cameroon,CMR,2005,4808.357,1241457,407379.22,4442039.5,563242.9
Cameroon,CMR,2006,4894.217,1276789.8,153030.19,2877778.5,537290.6
Cameroon,CMR,2007,3713.598,1249678.5,140408.23,2468489,600722.25
Cameroon,CMR,2008,4550.767,1167571.5,230307.3,2944752,576015.1
Cameroon,CMR,2009,3735.062,1037509.75,145409.78,2457691.5,506701.8
Cameroon,CMR,2010,3176.948,955939.5,186581.31,2627186,487468.38
Cameroon,CMR,2011,2404.177,941793.44,165845.3,1946610.8,414269.78
Cameroon,CMR,2012,2275.384,763991.7,131006.195,1710872.5,378443.25
Cameroon,CMR,2013,4207.311,919876.8,147062.66,1454291,525377.1
Cameroon,CMR,2014,1974.863,655438.8,84747.25,1354217.2,374042.72
Cameroon,CMR,2015,3584.8,650523.1,94943.53,1027120.25,317823.62
Cameroon,CMR,2016,3820.926,807975.25,155026.48,1453990.5,515502.8
Cameroon,CMR,2017,3005.224,696610.4,149080.45,1240576.9,387351.56
Cameroon,CMR,2018,1438.213,539952.44,107243.47,1154455.8,367173.66
Cameroon,CMR,2019,6847.6123,529734.7,216569.12,1066166.6,328492.16
Cameroon,CMR,2020,5624.058,701053.75,291227.44,1432653.5,583334.94
Cameroon,CMR,2021,4894.218,666300.5,147427.58,1167914.9,502430.1
Cameroon,CMR,2022,3670.666,550277.5,197636.23,1420868.8,431378.1
Canada,CAN,2002,22045.45,69205.95,21938.115,1004538.1,1370338
Canada,CAN,2003,25651.713,73241.54,112974.86,649728.9,1023535.5
Canada,CAN,2004,13201.51,24556.95,78715.336,941857.9,1267988.8
Canada,CAN,2005,21723.459,107157.61,31769.486,561353.9,789600.44
Canada,CAN,2006,17644.945,59117,57528.53,607956.3,1151235.9
Canada,CAN,2007,17516.148,91659.25,21208.277,520032.12,718591.4
Canada,CAN,2008,28785.727,177093.39,23526.59,418305.34,848245.2
Canada,CAN,2009,8350.225,81226.84,37028.62,120444.984,442132.47
Canada,CAN,2010,28098.824,87731,67445.76,840753.6,1504735.9
Canada,CAN,2011,9380.585,63474.57,63753.625,242864.83,1260261.1
Canada,CAN,2012,19211.953,56584.03,127206.73,398728.47,974206.94
Canada,CAN,2013,137145.44,48534.33,121818.805,2076951.5,1479921.2
Canada,CAN,2014,87344.62,78393.35,110398.95,1723666.2,1168880.9
Canada,CAN,2015,32413.46,72447.305,305802.75,489378.84,2069717.4
Canada,CAN,2016,9294.722,40913.945,162625.4,303978.16,453445
Canada,CAN,2017,53836.4,154768.9,218994.78,1014992.1,1502460.4
Canada,CAN,2018,18696.773,31490.426,592522.3,185357.77,984295.9
Canada,CAN,2019,8049.7026,19898.86,269825.97,140944.89,842621.1
Canada,CAN,2020,3477.47,108509.95,44584.61,7298.3936,100996.91
Canada,CAN,2021,45185.652,35890.934,712280.44,429295.88,2415962
Canada,CAN,2022,22023.98,8350.223,205707.4,292086.06,677054.94
Cape Verde,CPV,2002,0,0,0,0,0
Cape Verde,CPV,2003,0,0,0,0,0
Cape Verde,CPV,2004,0,0,0,0,0
Cape Verde,CPV,2005,0,0,0,0,0
Cape Verde,CPV,2006,0,0,0,0,0
Cape Verde,CPV,2007,0,0,0,0,0
Cape Verde,CPV,2008,0,0,0,0,0
Cape Verde,CPV,2009,0,0,0,0,0
Cape Verde,CPV,2010,0,0,0,0,0
Cape Verde,CPV,2011,0,0,0,0,0
Cape Verde,CPV,2012,0,0,0,0,0
Cape Verde,CPV,2013,0,0,0,0,0
Cape Verde,CPV,2014,0,0,0,0,0
Cape Verde,CPV,2015,0,0,0,0,0
Cape Verde,CPV,2016,0,0,0,0,0
Cape Verde,CPV,2017,0,0,0,0,0
Cape Verde,CPV,2018,0,0,0,0,0
Cape Verde,CPV,2019,0,0,0,0,0
Cape Verde,CPV,2020,0,0,0,0,0
Cape Verde,CPV,2021,0,0,0,0,0
Cape Verde,CPV,2022,0,0,0,0,0
Cayman Islands,CYM,2002,0,0,0,0,0
Cayman Islands,CYM,2003,0,0,0,0,0
Cayman Islands,CYM,2004,0,0,0,0,0
Cayman Islands,CYM,2005,0,0,0,0,0
Cayman Islands,CYM,2006,0,0,0,0,0
Cayman Islands,CYM,2007,0,0,0,0,0
Cayman Islands,CYM,2008,0,0,0,0,0
Cayman Islands,CYM,2009,0,0,0,0,0
Cayman Islands,CYM,2010,0,0,0,0,0
Cayman Islands,CYM,2011,0,0,0,0,0
Cayman Islands,CYM,2012,0,0,0,0,0
Cayman Islands,CYM,2013,0,0,21.466,0,0
Cayman Islands,CYM,2014,0,0,0,0,0
Cayman Islands,CYM,2015,0,0,0,0,0
Cayman Islands,CYM,2016,0,0,0,0,0
Cayman Islands,CYM,2017,0,0,0,0,0
Cayman Islands,CYM,2018,0,0,0,0,0
Cayman Islands,CYM,2019,0,0,0,0,0
Cayman Islands,CYM,2020,0,0,0,0,0
Cayman Islands,CYM,2021,0,0,0,0,0
Cayman Islands,CYM,2022,0,0,0,0,0
Central African Republic,CAF,2002,3563.335,219746.1,3079686.5,10602851,3214470.8
Central African Republic,CAF,2003,3327.213,159663.12,5060793,18002456,3563548.8
Central African Republic,CAF,2004,2640.3071,106470.7,3225740.2,14477826,3444391.5
Central African Republic,CAF,2005,3971.186,76826.34,4518822.5,15925613,3157028
Central African Republic,CAF,2006,4894.2188,69270.36,4171376.5,14465140,3397896.5
Central African Republic,CAF,2007,4572.232,76418.49,4468764.5,15446280,2843605
